year,season,state,district,crop,crop_category,crop_type,unit,sum_insured,premium_rate,farmer_share_pct,state_share_pct,goi_share_pct,farmer_share_value,state_share_value,goi_share_value,indemnity_level,insurance_company,total_subsidy,total_premium,gov_subsidy_pct,premium_to_insured_pct
2020,Kharif,Tamil Nadu,Thiruvallur,Brinjal,Vegetables,Horticulture & Commercial,1,53723.0,24.25,5.0,9.625,9.625,2686.15,5170.8388,5170.8388,90,ORIENTAL INSURANCE,10341.6776,13027.8276,79.38144345723458,24.250000186140017
2021,Kharif,Himachal Pradesh,Solan,Maize (Makka),Millets,Agriculture,1,30000.0,5.0,2.0,1.5,1.5,600.0,450.0,450.0,90,AGRICULTURE INSURANCE COMPANY,900.0,1500.0,60.0,5.0
2018,Rabi,Haryana,Kurukshetra,Mustard,Oilseeds,Agriculture,1,38000.0,1.101,1.101,0.0,0.0,418.38,0.0,0.0,90,ORIENTAL INSURANCE,0.0,418.38,0.0,1.101
2021,Kharif,Assam,Karimganj,Paddy - Sali,Cereals,Agriculture,1,59400.0,2.5,2.0,0.0499999999999999,0.45,1188.0,29.7,267.3,80,AGRICULTURE INSURANCE COMPANY,297.0,1485.0,20.0,2.5
2021,Rabi,Madhya Pradesh,Anuppur,Linseed (Alsi),Oilseeds,Agriculture,1,20000.0,16.0,1.5,7.25,7.25,300.0,1450.0,1450.0,80,AGRICULTURE INSURANCE COMPANY,2900.0,3200.0,90.625,16.0
2020,Kharif,Tamil Nadu,Thiruvallur,Pearl Millet (Bajra),Millets,Agriculture,1,22477.0,64.84,2.0,51.34,11.5,449.54,11539.6918,2584.855,90,ORIENTAL INSURANCE,14124.5468,14574.086800000001,96.91548426896976,64.84
2020,Kharif,Tamil Nadu,Thiruvallur,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,40879.0,20.39,2.0,9.195,9.195,817.58,3758.8241,3758.8241,90,ORIENTAL INSURANCE,7517.6482,8335.2282,90.19127034818315,20.390000244624378
2018,Rabi,Uttarakhand,Pithoragarh,Wheat - Hills,Cereals,Agriculture,1,41232.0,2.5,1.5,0.5,0.5,618.48,206.16,206.16,90,AGRICULTURE INSURANCE COMPANY,412.32,1030.8,40.0,2.5
2021,Kharif,Himachal Pradesh,Shimla,Paddy (Dhan),Cereals,Agriculture,1,30000.0,8.0,2.0,3.0,3.0,600.0,900.0,900.0,90,AGRICULTURE INSURANCE COMPANY,1800.0,2400.0,75.0,8.0
2021,Rabi,Madhya Pradesh,Satna,Mustard,Oilseeds,Agriculture,1,31000.0,5.0,1.5,1.75,1.75,465.0,542.5,542.5,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,1085.0,1550.0,70.0,5.0
2018,Rabi,Maharashtra,Buldana,Wheat - IR,Cereals,Agriculture,1,33000.0,4.5,1.5,1.5,1.5,495.0,495.0,495.0,70,FUTURE GENERALI INDIA INSURANCE CO. LTD.,990.0,1485.0,66.66666666666666,4.5
2021,Kharif,Madhya Pradesh,Satna,Green Gram (Moong),Pulses,Agriculture,1,22000.0,5.0,2.0,1.5,1.5,440.0,330.0,330.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,660.0,1100.0,60.0,5.0
2021,Kharif,Madhya Pradesh,Satna,Paddy - IR,Cereals,Agriculture,1,40000.0,10.0,2.0,4.0,4.0,800.0,1600.0,1600.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,3200.0,4000.0,80.0,10.0
2019,Rabi,Madhya Pradesh,Rewa,Lentil (Masur),Pulses,Agriculture,1,13860.0,15.0,1.5,6.75,6.75,207.9,935.55,935.55,80,AGRICULTURE INSURANCE COMPANY,1871.1,2079.0,89.99999999999999,15.0
2021,Kharif,Madhya Pradesh,Satna,Paddy - RF (UnIR),Cereals,Agriculture,1,28000.0,22.0,2.0,10.0,10.0,560.0,2800.0,2800.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,5600.0,6160.0,90.9090909090909,22.0
2018,Kharif,Madhya Pradesh,Morena,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,32500.0,10.5,2.0,4.25,4.25,650.0,1381.25,1381.25,80,AGRICULTURE INSURANCE COMPANY,2762.5,3412.5,80.95238095238095,10.5
2019,Kharif,Gujarat,Vadodara,Pearl Millet (Bajra),Millets,Agriculture,1,29000.0,2.0,2.0,0.0,0.0,580.0,0.0,0.0,70,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,0.0,580.0,0.0,2.0
2021,Kharif,Madhya Pradesh,Satna,Pearl Millet (Bajra),Millets,Agriculture,1,17325.0,5.0,2.0,1.5,1.5,346.5,259.875,259.875,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,519.75,866.25,60.0,5.0
2021,Kharif,Madhya Pradesh,Satna,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,30000.0,27.0,2.0,12.5,12.5,600.0,3750.0,3750.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,7500.0,8100.0,92.5925925925926,27.0
2018,Kharif,Madhya Pradesh,Morena,Sesame (Gingelly/Til)/Sesamum,Oilseeds,Agriculture,1,20800.0,4.9,2.0,1.45,1.45,416.0,301.6,301.6,80,AGRICULTURE INSURANCE COMPANY,603.2,1019.2,59.183673469387756,4.9
2020,Rabi,MADHYA PRADESH,Neemuch,Linseed (Alsi),Oilseeds,Agriculture,1,25000.0,15.0,1.5,6.75,6.75,375.0,1687.5,1687.5,80,AGRICULTURE INSURANCE COMPANY,3375.0,3750.0,90.0,15.0
2020,Kharif,Chhattisgarh,Bemetara,Paddy - IR,Cereals,Agriculture,1,45000.0,15.0,2.0,6.5,6.5,900.0,2925.0,2925.0,90,AGRICULTURE INSURANCE COMPANY,5850.0,6750.0,86.66666666666667,15.0
2022,Rabi,Haryana,Kurukshetra,Bengal Gram (Chana),Pulses,Agriculture,1,35416.0,20.4306,1.5,9.4653,9.4653,531.24,3352.23065,3352.23065,90,AGRICULTURE INSURANCE COMPANY,6704.4613,7235.701300000001,92.65807172001419,20.43060001129433
2021,Kharif,Madhya Pradesh,Satna,Sesame (Gingelly/Til)/Sesamum,Oilseeds,Agriculture,1,19800.0,8.0,2.0,3.0,3.0,396.0,594.0,594.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,1188.0,1584.0,75.0,8.0
2022,Kharif,ANDHRA PRADESH,Vizianagaram,Sesame (Gingelly/Til)/Sesamum,Oilseeds,Agriculture,1,32500.0,2.0,2.0,0.0,0.0,650.0,0.0,0.0,70,SBI GENERAL INSURANCE,0.0,650.0,0.0,2.0
2019,Kharif,Gujarat,Dohad,Paddy - IR,Cereals,Agriculture,1,27800.0,16.0,2.0,7.0,7.0,556.0,1946.0,1946.0,70,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,3892.0,4448.0,87.5,16.0
2020,Kharif,Assam,Dima Hasao,Paddy - Sali,Cereals,Agriculture,1,59400.0,4.0,2.0,0.1999999999999999,1.8,1188.0,118.8,1069.2,80,AGRICULTURE INSURANCE COMPANY,1188.0,2376.0,50.0,4.0
2020,Kharif,Chhattisgarh,Durg,Paddy - RF (UnIR),Cereals,Agriculture,1,36000.0,18.93,2.0,8.465,8.465,720.0,3047.4,3047.4,80,AGRICULTURE INSURANCE COMPANY,6094.8,6814.8,89.43475964078182,18.93
2018,Kharif,Haryana,Jind,Paddy (Dhan),Cereals,Agriculture,1,73500.0,4.0,2.0,1.0,1.0,1470.0,735.0,735.0,90,SBI GENERAL INSURANCE,1470.0,2940.0,50.0,4.0
2019,Kharif,Madhya Pradesh,Hoshangabad,Soybean (Bhat),Oilseeds,Agriculture,1,26250.0,22.5,2.0,10.25,10.25,525.0,2690.625,2690.625,80,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,5381.25,5906.25,91.11111111111111,22.5
2019,Kharif,Gujarat,Chhota Udepur,Groundnut (Pea Nut),Oilseeds,Agriculture,1,50000.0,2.0,2.0,0.0,0.0,1000.0,0.0,0.0,70,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,0.0,1000.0,0.0,2.0
2019,Kharif,Gujarat,Surat,Black Gram (Urad),Pulses,Agriculture,1,27000.0,5.0,2.0,1.5,1.5,540.0,405.0,405.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,810.0,1350.0,60.0,5.0
2022,Rabi,Madhya Pradesh,Narsinghpur,Wheat - IR,Cereals,Agriculture,1,35500.0,6.0,1.5,2.25,2.25,532.5,798.75,798.75,80,AGRICULTURE INSURANCE COMPANY,1597.5,2130.0,75.0,6.0
2019,Rabi,Madhya Pradesh,Sagar,Bengal Gram (Chana),Pulses,Agriculture,1,20850.0,7.0,1.5,2.75,2.75,312.75,573.375,573.375,80,AGRICULTURE INSURANCE COMPANY,1146.75,1459.5,78.57142857142857,7.000000000000001
2022,Kharif,ASSAM,Nalbari,Paddy - Sali,Cereals,Agriculture,1,67920.0,3.0,2.0,0.0999999999999999,0.9,1358.4,67.92,611.28,80,RELIANCE GENERAL INSURANCE CO. LTD.,679.1999999999999,2037.6000000000001,33.33333333333333,3.0000000000000004
2019,Kharif,Chhattisgarh,Surguja,Paddy - RF (UnIR),Cereals,Agriculture,1,27000.0,9.0,2.0,3.5,3.5,540.0,945.0,945.0,80,AGRICULTURE INSURANCE COMPANY,1890.0,2430.0,77.77777777777779,9.0
2022,Kharif,MADHYA PRADESH,Burhanpur,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,35000.0,4.0,2.0,1.0,1.0,700.0,350.0,350.0,80,AGRICULTURE INSURANCE COMPANY,700.0,1400.0,50.0,4.0
2019,Kharif,Chhattisgarh,Rajnandgaon,Paddy - RF (UnIR),Cereals,Agriculture,1,36250.0,27.23,2.0,12.615,12.615,725.0,4572.9375,4572.9375,80,AGRICULTURE INSURANCE COMPANY,9145.875,9870.875,92.65515975027543,27.229999999999997
2021,Rabi,Haryana,Jhajjar,Mustard,Oilseeds,Agriculture,1,45406.0,13.0,1.5,5.75,5.75,681.09,2610.845,2610.845,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,5221.69,5902.78,88.46153846153845,13.0
2021,Rabi,Haryana,Jhajjar,Sunflower (Suryamukhi),Oilseeds,Agriculture,1,44108.0,17.0,1.5,7.75,7.75,661.62,3418.37,3418.37,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,6836.74,7498.36,91.17647058823529,17.0
2021,Rabi,Haryana,Jhajjar,Bengal Gram (Chana),Pulses,Agriculture,1,33730.0,25.0,1.5,11.75,11.75,505.95,3963.275,3963.275,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,7926.55,8432.5,94.0,25.0
2021,Rabi,Haryana,Panchkula,Sunflower (Suryamukhi),Oilseeds,Agriculture,1,44108.0,18.1786,1.5,8.3393,8.3393,661.62,3678.29844,3678.29844,90,AGRICULTURE INSURANCE COMPANY,7356.59688,8018.21688,91.74853948325729,18.1785999818627
2021,Rabi,Haryana,Jhajjar,Wheat,Cereals,Agriculture,1,67460.0,7.0,1.5,2.75,2.75,1011.9,1855.15,1855.15,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,3710.3,4722.200000000001,78.57142857142856,7.000000000000001
2022,Kharif,CHHATTISGARH,Kabirdham,Paddy - RF (UnIR),Cereals,Agriculture,1,42000.0,16.0,2.0,7.0,7.0,840.0,2940.0,2940.0,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,5880.0,6720.0,87.5,16.0
2022,Kharif,MADHYA PRADESH,Alirajpur,Cotton (Kapas),Fiber Crops,Horticulture & Commercial,1,50000.0,15.0,5.0,5.0,5.0,2500.0,2500.0,2500.0,80,AGRICULTURE INSURANCE COMPANY,5000.0,7500.0,66.66666666666666,15.0
2020,Kharif,Haryana,Mewat,Paddy (Dhan),Cereals,Agriculture,1,84015.0,9.0,2.0,3.5,3.5,1680.3,2940.525,2940.525,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,5881.05,7561.35,77.77777777777779,9.000000000000002
2018,Rabi,Chhattisgarh,Janjgir - Champa,Bengal Gram (Chana),Pulses,Agriculture,1,14000.0,15.0,1.5,6.75,6.75,210.0,945.0,945.0,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,1890.0,2100.0,90.0,15.0
2020,Rabi,ASSAM,Tinsukia,Potato,Vegetables,Horticulture & Commercial,1,131900.0,8.0,5.0,0.2999999999999998,2.7,6595.0,395.7,3561.3,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,3957.0,10552.0,37.5,8.0
2020,Kharif,Haryana,Mewat,Cotton (Kapas),Fiber Crops,Horticulture & Commercial,1,81545.0,9.0,5.0,2.0,2.0,4077.25,1630.9,1630.9,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,3261.8,7339.049999999999,44.44444444444445,9.0
2022,Rabi,Chhattisgarh,Korba,Mustard,Oilseeds,Agriculture,1,20000.0,15.0,1.5,6.75,6.75,300.0,1350.0,1350.0,80,AGRICULTURE INSURANCE COMPANY,2700.0,3000.0,90.0,15.0
2022,Rabi,Chhattisgarh,Korba,Linseed (Alsi),Oilseeds,Agriculture,1,17000.0,24.9,1.5,11.7,11.7,255.0,1989.0,1989.0,80,AGRICULTURE INSURANCE COMPANY,3978.0,4233.0,93.97590361445783,24.9
2022,Kharif,MADHYA PRADESH,Shivpuri,Paddy - RF (UnIR),Cereals,Agriculture,1,33000.0,20.0,2.0,9.0,9.0,660.0,2970.0,2970.0,80,AGRICULTURE INSURANCE COMPANY,5940.0,6600.0,90.0,20.0
2022,Rabi,Maharashtra,Pune,Wheat - IR,Cereals,Agriculture,1,38000.0,28.0,1.5,13.25,13.25,570.0,5035.0,5035.0,70,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,10070.0,10640.0,94.64285714285714,28.000000000000004
2019,Kharif,Madhya Pradesh,Damoh,Black Gram (Urad),Pulses,Agriculture,1,16500.0,6.0,2.0,2.0,2.0,330.0,330.0,330.0,80,AGRICULTURE INSURANCE COMPANY,660.0,990.0,66.66666666666666,6.0
2018,Rabi,Tripura,North Tripura,Cauliflower,Vegetables,Horticulture & Commercial,1,84116.0,5.0,5.0,0.0,0.0,4205.8,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,4205.8,0.0,5.0
2018,Kharif,Madhya Pradesh,Umaria,Sesame (Gingelly/Til)/Sesamum,Oilseeds,Agriculture,1,14300.0,7.34,2.0,2.67,2.67,286.0,381.81,381.81,80,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,763.62,1049.62,72.75204359673026,7.339999999999999
2020,Kharif,Assam,Sivasagar,Paddy - Sali,Cereals,Agriculture,1,59400.0,3.7,2.0,0.1700000000000001,1.53,1188.0,100.98,908.82,80,AGRICULTURE INSURANCE COMPANY,1009.8000000000001,2197.8,45.945945945945944,3.7000000000000006
2019,Kharif,Madhya Pradesh,Damoh,Green Gram (Moong),Pulses,Agriculture,1,16500.0,18.0,2.0,8.0,8.0,330.0,1320.0,1320.0,80,AGRICULTURE INSURANCE COMPANY,2640.0,2970.0,88.88888888888889,18.0
2018,Rabi,Tripura,North Tripura,Potato,Vegetables,Horticulture & Commercial,1,89901.0,5.5,5.0,0.25,0.25,4495.05,224.7525,224.7525,90,AGRICULTURE INSURANCE COMPANY,449.505,4944.554999999999,9.090909090909092,5.499999999999999
2018,Kharif,Madhya Pradesh,Umaria,Soybean (Bhat),Oilseeds,Agriculture,1,26250.0,30.0,2.0,14.0,14.0,525.0,3675.0,3675.0,80,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,7350.0,7875.0,93.33333333333333,30.0
2018,Rabi,Tripura,North Tripura,Watermelon,Vegetables,Horticulture & Commercial,1,128658.0,5.0,5.0,0.0,0.0,6432.9,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,6432.9,0.0,5.0
2021,Kharif,Haryana,Faridabad,Paddy (Dhan),Cereals,Agriculture,1,88216.0,5.6729,2.0,1.8364500000000004,1.83645,1764.32,1620.04273,1620.04273,90,AGRICULTURE INSURANCE COMPANY,3240.08546,5004.40546,64.744663195216,5.672899995465675
2021,Kharif,Haryana,Faridabad,Cotton (Kapas),Fiber Crops,Horticulture & Commercial,1,85622.0,19.7108,5.0,7.355399999999999,7.3554,4281.1,6297.84059,6297.84059,90,AGRICULTURE INSURANCE COMPANY,12595.68118,16876.781179999998,74.63319602038,19.710800004671693
2018,Rabi,Assam,Barpeta,Potato,Vegetables,Horticulture & Commercial,1,131900.0,3.75,3.75,0.0,0.0,4946.25,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,4946.25,0.0,3.75
2019,Kharif,Madhya Pradesh,Damoh,Paddy - IR,Cereals,Agriculture,1,24000.0,10.0,2.0,4.0,4.0,480.0,960.0,960.0,80,AGRICULTURE INSURANCE COMPANY,1920.0,2400.0,80.0,10.0
2022,Rabi,Haryana,Jhajjar,Mustard,Oilseeds,Agriculture,1,47676.0,13.0,1.5,5.75,5.75,715.14,2741.37,2741.37,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,5482.74,6197.879999999999,88.46153846153847,12.999999999999998
2018,Rabi,Haryana,Rohtak,Mustard,Oilseeds,Agriculture,1,38000.0,9.13,1.5,3.815,3.815,570.0,1449.7,1449.7,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,2899.4,3469.4,83.57064622124864,9.13
2020,Kharif,Madhya Pradesh,Datia,Green Gram (Moong),Pulses,Agriculture,1,14000.0,5.0,2.0,1.5,1.5,280.0,210.0,210.0,80,AGRICULTURE INSURANCE COMPANY,420.0,700.0,60.0,5.0
2022,Kharif,MADHYA PRADESH,East Nimar,Soybean (Bhat),Oilseeds,Agriculture,1,40000.0,15.0,2.0,6.5,6.5,800.0,2600.0,2600.0,80,AGRICULTURE INSURANCE COMPANY,5200.0,6000.0,86.66666666666667,15.0
2020,Kharif,Madhya Pradesh,Datia,Groundnut (Pea Nut),Oilseeds,Agriculture,1,24255.0,21.0,2.0,9.5,9.5,485.1,2304.225,2304.225,80,AGRICULTURE INSURANCE COMPANY,4608.45,5093.549999999999,90.47619047619048,20.999999999999996
2022,Rabi,Uttar Pradesh,Ballia,Lentil (Masur),Pulses,Agriculture,1,63245.0,10.48,1.5,4.49,4.49,948.675,2839.7005,2839.7005,90,AGRICULTURE INSURANCE COMPANY,5679.401,6628.076,85.68702290076335,10.48
2022,Rabi,Uttar Pradesh,Ballia,Wheat,Cereals,Agriculture,1,67394.0,7.45,1.5,2.975,2.975,1010.91,2004.9715,2004.9715,90,AGRICULTURE INSURANCE COMPANY,4009.943,5020.853,79.86577181208054,7.449999999999999
2022,Rabi,Uttar Pradesh,Ballia,Potato,Vegetables,Horticulture & Commercial,1,110000.0,22.31,5.0,8.655,8.655,5500.0,9520.5,9520.5,90,AGRICULTURE INSURANCE COMPANY,19041.0,24541.0,77.58852532496638,22.31
2022,Rabi,Uttar Pradesh,Hardoi,Mustard,Oilseeds,Agriculture,1,45887.0,8.0,1.5,3.25,3.25,688.305,1491.3275,1491.3275,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,2982.655,3670.96,81.25,8.0
2022,Rabi,Uttar Pradesh,Hardoi,Barley (Jau),Cereals,Agriculture,1,39760.0,13.37,1.5,5.935,5.935,596.4,2359.756,2359.756,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,4719.512,5315.912,88.78085265519819,13.370000000000001
2022,Rabi,Uttar Pradesh,Ballia,Pea,Pulses,Agriculture,1,76190.0,28.0,1.5,14.75,11.75,1142.85,11238.025,8952.325,80,AGRICULTURE INSURANCE COMPANY,20190.35,21333.2,94.64285714285712,28.000000000000004
2022,Rabi,Uttar Pradesh,Hardoi,Potato,Vegetables,Horticulture & Commercial,1,110000.0,8.0,5.0,1.5,1.5,5500.0,1650.0,1650.0,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,3300.0,8800.0,37.5,8.0
2019,Kharif,Haryana,Kurukshetra,Paddy (Dhan),Cereals,Agriculture,1,77800.0,5.5,2.0,1.75,1.75,1556.0,1361.5,1361.5,90,AGRICULTURE INSURANCE COMPANY,2723.0,4279.0,63.63636363636363,5.5
2019,Kharif,Chhattisgarh,Surajpur,Paddy - IR,Cereals,Agriculture,1,36000.0,10.0,2.0,4.0,4.0,720.0,1440.0,1440.0,90,AGRICULTURE INSURANCE COMPANY,2880.0,3600.0,80.0,10.0
2022,Kharif,MADHYA PRADESH,Ashoknagar,Soybean (Bhat),Oilseeds,Agriculture,1,36000.0,15.0,2.0,6.5,6.5,720.0,2340.0,2340.0,80,AGRICULTURE INSURANCE COMPANY,4680.0,5400.0,86.66666666666667,15.0
2022,Kharif,HARYANA,Bhiwani,Green Gram (Moong) - IR,Pulses,Agriculture,1,40750.0,19.0,2.0,8.5,8.5,815.0,3463.75,3463.75,90,AGRICULTURE INSURANCE COMPANY,6927.5,7742.5,89.47368421052632,19.0
2022,Kharif,MADHYA PRADESH,Gwalior,Black Gram (Urad),Pulses,Agriculture,1,25000.0,5.0,2.0,1.5,1.5,500.0,375.0,375.0,80,AGRICULTURE INSURANCE COMPANY,750.0,1250.0,60.0,5.0
2020,Kharif,Madhya Pradesh,Bhopal,Soybean (Bhat),Oilseeds,Agriculture,1,38000.0,14.0,2.0,6.0,6.0,760.0,2280.0,2280.0,80,AGRICULTURE INSURANCE COMPANY,4560.0,5320.0,85.71428571428571,14.000000000000002
2022,Kharif,MADHYA PRADESH,Chhindwara,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,28000.0,3.0,2.0,0.5,0.5,560.0,140.0,140.0,80,AGRICULTURE INSURANCE COMPANY,280.0,840.0,33.33333333333333,3.0
2018,Rabi,Gujarat,Surat,Wheat - IR,Cereals,Agriculture,1,34250.0,2.0,1.5,0.25,0.25,513.75,85.625,85.625,70,UNITED INDIA INSURANCE CO.,171.25,685.0,25.0,2.0
2022,Rabi,Uttar Pradesh,Lucknow,Lentil (Masur),Pulses,Agriculture,1,53318.0,7.0,1.5,2.75,2.75,799.77,1466.245,1466.245,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,2932.49,3732.2599999999998,78.57142857142857,6.999999999999999
2021,Rabi,Assam,Marigaon,Sugarcane - Noble Cane,Sugar and Starch Crops,Horticulture & Commercial,1,112256.0,8.0,5.0,0.2999999999999998,2.7,5612.8,336.768,3030.912,90,AGRICULTURE INSURANCE COMPANY,3367.68,8980.48,37.5,8.0
2018,Rabi,Gujarat,Navsari,Bengal Gram (Chana),Pulses,Agriculture,1,27000.0,12.0,1.5,5.25,5.25,405.0,1417.5,1417.5,70,UNITED INDIA INSURANCE CO.,2835.0,3240.0,87.5,12.0
2020,Kharif,Tamil Nadu,Namakkal,Turmeric,Condiments and Spices,Horticulture & Commercial,1,182039.0,10.5,5.0,2.75,2.75,9101.95,5006.0725,5006.0725,80,AGRICULTURE INSURANCE COMPANY,10012.145,19114.095,52.38095238095239,10.500000000000002
2022,Rabi,Uttar Pradesh,Lucknow,Mustard,Oilseeds,Agriculture,1,43338.0,12.0,1.5,5.25,5.25,650.07,2275.245,2275.245,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,4550.49,5200.5599999999995,87.5,11.999999999999998
2020,Rabi,CHHATTISGARH,Kondagaon,Bengal Gram (Chana),Pulses,Agriculture,1,17000.0,24.9,1.5,11.7,11.7,255.0,1989.0,1989.0,90,AGRICULTURE INSURANCE COMPANY,3978.0,4233.0,93.97590361445783,24.9
2018,Kharif,Madhya Pradesh,Agar Malwa,Black Gram (Urad),Pulses,Agriculture,1,30000.0,2.0,2.0,0.0,0.0,600.0,0.0,0.0,80,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,0.0,600.0,0.0,2.0
2021,Rabi,Chhattisgarh,Balod,Wheat - RF,Cereals,Agriculture,1,22000.0,10.0,1.5,4.25,4.25,330.0,935.0,935.0,80,AGRICULTURE INSURANCE COMPANY,1870.0,2200.0,85.0,10.0
2021,Rabi,Madhya Pradesh,Guna,Bengal Gram (Chana),Pulses,Agriculture,1,31000.0,30.0,1.5,14.25,14.25,465.0,4417.5,4417.5,80,AGRICULTURE INSURANCE COMPANY,8835.0,9300.0,95.0,30.0
2019,Kharif,Uttar Pradesh,Lucknow,Paddy (Dhan),Cereals,Agriculture,1,64500.0,10.0,2.0,4.0,4.0,1290.0,2580.0,2580.0,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,5160.0,6450.0,80.0,10.0
2019,Kharif,Uttar Pradesh,Lucknow,Maize (Makka),Millets,Agriculture,1,30500.0,5.0,2.0,1.5,1.5,610.0,457.5,457.5,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,915.0,1525.0,60.0,5.0
2021,Rabi,Madhya Pradesh,Guna,Mustard,Oilseeds,Agriculture,1,21000.0,25.0,1.5,11.75,11.75,315.0,2467.5,2467.5,80,AGRICULTURE INSURANCE COMPANY,4935.0,5250.0,94.0,25.0
2019,Kharif,Chhattisgarh,Kabeerdham,Soybean (Bhat),Oilseeds,Agriculture,1,35000.0,22.0,2.0,10.0,10.0,700.0,3500.0,3500.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,7000.0,7700.0,90.9090909090909,22.0
2021,Rabi,Madhya Pradesh,Guna,Lentil (Masur),Pulses,Agriculture,1,21000.0,30.0,1.5,14.25,14.25,315.0,2992.5,2992.5,80,AGRICULTURE INSURANCE COMPANY,5985.0,6300.0,95.0,30.0
2018,Rabi,Madhya Pradesh,Agar Malwa,Bengal Gram (Chana),Pulses,Agriculture,1,35000.0,37.85,1.5,18.175,18.175,525.0,6361.25,6361.25,80,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,12722.5,13247.5,96.03698811096433,37.85
2021,Rabi,Madhya Pradesh,Guna,Wheat - IR,Cereals,Agriculture,1,36000.0,20.0,1.5,9.25,9.25,540.0,3330.0,3330.0,80,AGRICULTURE INSURANCE COMPANY,6660.0,7200.0,92.5,20.0
2018,Kharif,Gujarat,Rajkot,Cotton (Kapas) - IR,Fiber Crops,Horticulture & Commercial,1,58000.0,25.8,5.0,10.4,10.4,2900.0,6032.0,6032.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,12064.0,14964.0,80.62015503875969,25.8
2018,Rabi,Madhya Pradesh,Agar Malwa,Mustard,Oilseeds,Agriculture,1,35000.0,1.5,1.5,0.0,0.0,525.0,0.0,0.0,80,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,0.0,525.0,0.0,1.5
2018,Kharif,Haryana,Sirsa,Maize (Makka),Millets,Agriculture,1,41500.0,15.0,2.0,6.5,6.5,830.0,2697.5,2697.5,90,ORIENTAL INSURANCE,5395.0,6225.0,86.66666666666667,15.0
2020,Kharif,Tamil Nadu,Pudukkottai,Pearl Millet (Bajra),Millets,Agriculture,1,16796.0,21.0,2.0,9.5,9.5,335.92,1595.62,1595.62,70,AGRICULTURE INSURANCE COMPANY,3191.24,3527.16,90.47619047619048,21.0
2020,Kharif,Tamil Nadu,Dharmapuri,Maize (Makka) - I,Millets,Agriculture,1,52759.0,31.22,2.0,15.22,14.0,1055.18,8029.9198,7386.26,90,ORIENTAL INSURANCE,15416.1798,16471.3598,93.59385009609225,31.22
2022,Kharif,MADHYA PRADESH,Jhabua,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,27500.0,4.0,2.0,1.0,1.0,550.0,275.0,275.0,80,AGRICULTURE INSURANCE COMPANY,550.0,1100.0,50.0,4.0
2022,Kharif,MADHYA PRADESH,Katni,Paddy - IR,Cereals,Agriculture,1,36000.0,11.0,2.0,4.5,4.5,720.0,1620.0,1620.0,80,AGRICULTURE INSURANCE COMPANY,3240.0,3960.0,81.81818181818183,11.0
